0.015954 0. 0.05
0.0037814 0.05 0.15
0.001079 0.15 0.25
0.002059 0.25 0.35
0.001957 0.35 0.45
0.0006864 0.45 0.55
0.0001606 0.55 0.65
0.0002284 0.65 0.75
0.0002016 0.75 0.85
0.0001470 0.85 0.95
